                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    131,                0.91488,                0.72259,                 1.2015,                0.74813,                0.73659,                0.77626,                0.43832,                 1.5075,                 1.0302,                 1.7394,              0.0020181,              0.0020181,              0.0020181
                    132,                0.90205,                0.70472,                 1.2011,                0.76343,                0.73817,                0.77741,                0.43728,                  1.507,                 1.0227,                 1.7396,              0.0019563,              0.0019563,              0.0019563
                    133,                 0.9034,                0.70491,                 1.1846,                0.78627,                0.70978,                0.76343,                0.43634,                 1.5107,                 1.0181,                 1.7579,              0.0018944,              0.0018944,              0.0018944
                    134,                0.90118,                0.70599,                 1.2105,                 0.7914,                 0.6877,                0.75501,                0.42059,                 1.5596,                  1.104,                 1.8216,              0.0018325,              0.0018325,              0.0018325
                    135,                0.89579,                0.69231,                 1.2064,                 0.8176,                0.69286,                0.76494,                0.42912,                 1.5207,                 1.0575,                 1.7552,              0.0017706,              0.0017706,              0.0017706
                    136,                0.86895,                 0.6782,                 1.1802,                0.74973,                0.73659,                0.76387,                0.42234,                 1.5441,                 1.0685,                 1.7676,              0.0017087,              0.0017087,              0.0017087
                    137,                0.88922,                0.68652,                 1.1894,                0.81221,                0.71136,                0.77398,                0.43492,                 1.5471,                 1.0534,                 1.7615,              0.0016469,              0.0016469,              0.0016469
                    138,                0.88032,                0.67797,                 1.1842,                0.80604,                0.72755,                0.78385,                0.44221,                 1.5365,                  1.015,                 1.7835,               0.001585,               0.001585,               0.001585
                    139,                0.86741,                 0.6767,                 1.1792,                0.83628,                0.71924,                0.78631,                0.44335,                  1.508,                 1.0206,                 1.7186,              0.0015231,              0.0015231,              0.0015231
                    140,                0.85236,                0.66365,                 1.1612,                0.78976,                0.69874,                 0.7703,                 0.4276,                 1.5507,                 1.0308,                 1.7797,              0.0014612,              0.0014612,              0.0014612
                    141,                0.84722,                0.65367,                 1.1629,                0.79996,                0.70505,                0.76546,                0.42969,                 1.5164,                 1.0532,                 1.7879,              0.0013994,              0.0013994,              0.0013994
                    142,                0.86949,                0.67817,                 1.1891,                0.78246,                0.71451,                 0.7686,                0.44118,                 1.5142,                 1.0147,                 1.7766,              0.0013375,              0.0013375,              0.0013375
                    143,                0.86045,                0.66228,                 1.1803,                0.79101,                0.71042,                0.77375,                0.44684,                 1.4903,                 1.0162,                 1.7708,              0.0012756,              0.0012756,              0.0012756
                    144,                0.84865,                0.64604,                 1.1676,                0.78257,                0.71532,                0.77247,                0.44471,                 1.4834,                 1.0064,                 1.7424,              0.0012138,              0.0012138,              0.0012138
                    145,                0.83149,                0.65593,                 1.1546,                0.82126,                0.69558,                0.76546,                0.43977,                 1.5125,                  1.027,                 1.7621,              0.0011519,              0.0011519,              0.0011519
